"ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
3,1,"2020-11-17 11:24:20","2020-11-17 11:24:20","<!-- wp:heading --><h2>Who we are</h2><!-- /wp:heading --><!-- wp:paragraph --><p>Our website address is: http://localhost:8888/miguel-inventory.</p><!-- /wp:paragraph --><!-- wp:heading --><h2>What personal data we collect and why we collect it</h2><!-- /wp:heading --><!-- wp:heading {\"level\":3} --><h3>Comments</h3><!-- /wp:heading --><!-- wp:paragraph --><p>When visitors leave comments on the site we collect the data shown in the comments form, and also the visitor&#8217;s IP address and browser user agent string to help spam detection.</p><!-- /wp:paragraph --><!-- wp:paragraph --><p>An anonymised string created from your email address (also called a hash) may be provided to the Gravatar service to see if you are using it. The Gravatar service Privacy Policy is available here: https://automattic.com/privacy/. After approval of your comment, your profile picture is visible to the public in the context of your comment.</p><!-- /wp:paragraph --><!-- wp:heading {\"level\":3} --><h3>Media</h3><!-- /wp:heading --><!-- wp:paragraph --><p>If you upload images to the website, you should avoid uploading images with embedded location data (EXIF GPS) included. Visitors to the website can download and extract any location data from images on the website.</p><!-- /wp:paragraph --><!-- wp:heading {\"level\":3} --><h3>Contact forms</h3><!-- /wp:heading --><!-- wp:heading {\"level\":3} --><h3>Cookies</h3><!-- /wp:heading --><!-- wp:paragraph --><p>If you leave a comment on our site you may opt in to saving your name, email address and website in cookies. These are for your convenience so that you do not have to fill in your details again when you leave another comment. These cookies will last for one year.</p><!-- /wp:paragraph --><!-- wp:paragraph --><p>If you visit our login page, we will set a temporary cookie to determine if your browser accepts cookies. This cookie contains no personal data and is discarded when you close your browser.</p><!-- /wp:paragraph --><!-- wp:paragraph --><p>When you log in, we will also set up several cookies to save your login information and your screen display choices. Login cookies last for two days, and screen options cookies last for a year. If you select &quot;Remember Me&quot;, your login will persist for two weeks. If you log out of your account, the login cookies will be removed.</p><!-- /wp:paragraph --><!-- wp:paragraph --><p>If you edit or publish an article, an additional cookie will be saved in your browser. This cookie includes no personal data and simply indicates the post ID of the article you just edited. It expires after 1 day.</p><!-- /wp:paragraph --><!-- wp:heading {\"level\":3} --><h3>Embedded content from other websites</h3><!-- /wp:heading --><!-- wp:paragraph --><p>Articles on this site may include embedded content (e.g. videos, images, articles, etc.). Embedded content from other websites behaves in the exact same way as if the visitor has visited the other website.</p><!-- /wp:paragraph --><!-- wp:paragraph --><p>These websites may collect data about you, use cookies, embed additional third-party tracking, and monitor your interaction with that embedded content, including tracking your interaction with the embedded content if you have an account and are logged in to that website.</p><!-- /wp:paragraph --><!-- wp:heading {\"level\":3} --><h3>Analytics</h3><!-- /wp:heading --><!-- wp:heading --><h2>Who we share your data with</h2><!-- /wp:heading --><!-- wp:heading --><h2>How long we retain your data</h2><!-- /wp:heading --><!-- wp:paragraph --><p>If you leave a comment, the comment and its metadata are retained indefinitely. This is so we can recognise and approve any follow-up comments automatically instead of holding them in a moderation queue.</p><!-- /wp:paragraph --><!-- wp:paragraph --><p>For users that register on our website (if any), we also store the personal information they provide in their user profile. All users can see, edit, or delete their personal information at any time (except they cannot change their username). Website administrators can also see and edit that information.</p><!-- /wp:paragraph --><!-- wp:heading --><h2>What rights you have over your data</h2><!-- /wp:heading --><!-- wp:paragraph --><p>If you have an account on this site, or have left comments, you can request to receive an exported file of the personal data we hold about you, including any data you have provided to us. You can also request that we erase any personal data we hold about you. This does not include any data we are obliged to keep for administrative, legal, or security purposes.</p><!-- /wp:paragraph --><!-- wp:heading --><h2>Where we send your data</h2><!-- /wp:heading --><!-- wp:paragraph --><p>Visitor comments may be checked through an automated spam detection service.</p><!-- /wp:paragraph --><!-- wp:heading --><h2>Your contact information</h2><!-- /wp:heading --><!-- wp:heading --><h2>Additional information</h2><!-- /wp:heading --><!-- wp:heading {\"level\":3} --><h3>How we protect your data</h3><!-- /wp:heading --><!-- wp:heading {\"level\":3} --><h3>What data breach procedures we have in place</h3><!-- /wp:heading --><!-- wp:heading {\"level\":3} --><h3>What third parties we receive data from</h3><!-- /wp:heading --><!-- wp:heading {\"level\":3} --><h3>What automated decision making and/or profiling we do with user data</h3><!-- /wp:heading --><!-- wp:heading {\"level\":3} --><h3>Industry regulatory disclosure requirements</h3><!-- /wp:heading -->","Privacy Policy","","draft","closed","open","","privacy-policy","","","2020-11-17 11:24:20","2020-11-17 11:24:20","",0,"http://localhost:8888/miguel-inventory/?page_id=3",0,"page","",0
9,1,"2020-11-23 19:40:38","2020-11-23 19:40:38","a:7:{s:8:\"location\";a:1:{i:0;a:1:{i:0;a:3:{s:5:\"param\";s:8:\"taxonomy\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:8:\"category\";}}}s:8:\"position\";s:6:\"normal\";s:5:\"style\";s:7:\"default\";s:15:\"label_placement\";s:3:\"top\";s:21:\"instruction_placement\";s:5:\"label\";s:14:\"hide_on_screen\";s:0:\"\";s:11:\"description\";s:0:\"\";}","Category Type","category-type","publish","closed","closed","","group_5fbc0fbcea497","","","2020-11-25 10:51:27","2020-11-25 10:51:27","",0,"http://localhost:8888/miguel-inventory/?post_type=acf-field-group&#038;p=9",0,"acf-field-group","",0
10,1,"2020-11-23 19:40:38","2020-11-23 19:40:38","a:12:{s:4:\"type\";s:5:\"radio\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:7:\"choices\";a:3:{s:12:\"works: Works\";s:12:\"works: Works\";s:19:\"subworks: Sub Works\";s:19:\"subworks: Sub Works\";s:30:\"bibliographies: Bibliographies\";s:30:\"bibliographies: Bibliographies\";}s:10:\"allow_null\";i:0;s:12:\"other_choice\";i:0;s:13:\"default_value\";s:0:\"\";s:6:\"layout\";s:8:\"vertical\";s:13:\"return_format\";s:5:\"value\";s:17:\"save_other_choice\";i:0;}","Category Type Selector","category_type_selector","publish","closed","closed","","field_5fbc0fcc64b7d","","","2020-11-25 10:51:27","2020-11-25 10:51:27","",9,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=10",0,"acf-field","",0
14,1,"2020-11-25 12:14:48","2020-11-25 12:14:48","a:7:{s:8:\"location\";a:1:{i:0;a:1:{i:0;a:3:{s:5:\"param\";s:9:\"post_type\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:14:\"bibliographies\";}}}s:8:\"position\";s:6:\"normal\";s:5:\"style\";s:7:\"default\";s:15:\"label_placement\";s:3:\"top\";s:21:\"instruction_placement\";s:5:\"label\";s:14:\"hide_on_screen\";s:0:\"\";s:11:\"description\";s:0:\"\";}","Bibliographies","bibliographies","publish","closed","closed","","group_5fbe3997e67ba","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",0,"http://localhost:8888/miguel-inventory/?post_type=acf-field-group&#038;p=14",0,"acf-field-group","",0
15,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:7:{s:8:\"location\";a:4:{i:0;a:1:{i:0;a:3:{s:5:\"param\";s:9:\"post_type\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:6:\"oeuvre\";}}i:1;a:1:{i:0;a:3:{s:5:\"param\";s:9:\"post_type\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:14:\"bibliographies\";}}i:2;a:1:{i:0;a:3:{s:5:\"param\";s:9:\"post_type\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:8:\"subworks\";}}i:3;a:1:{i:0;a:3:{s:5:\"param\";s:9:\"post_type\";s:8:\"operator\";s:2:\"==\";s:5:\"value\";s:10:\"exposition\";}}}s:8:\"position\";s:6:\"normal\";s:5:\"style\";s:7:\"default\";s:15:\"label_placement\";s:3:\"top\";s:21:\"instruction_placement\";s:5:\"label\";s:14:\"hide_on_screen\";s:0:\"\";s:11:\"description\";s:0:\"\";}","Media","media","publish","closed","closed","","group_5fbe4ba232c84","","","2021-01-19 14:53:09","2021-01-19 14:53:09","",0,"http://localhost:8888/miguel-inventory/?post_type=acf-field-group&#038;p=15",0,"acf-field-group","",0
16,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:7:{s:4:\"type\";s:3:\"tab\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:9:\"placement\";s:3:\"top\";s:8:\"endpoint\";i:0;}","Media","media","publish","closed","closed","","field_5fbe4baeb7b1d","","","2020-11-25 12:43:15","2020-11-25 12:43:15","",15,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=16",0,"acf-field","",0
17,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:10:{s:4:\"type\";s:8:\"repeater\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:9:\"collapsed\";s:0:\"\";s:3:\"min\";s:0:\"\";s:3:\"max\";s:0:\"\";s:6:\"layout\";s:3:\"row\";s:12:\"button_label\";s:20:\"Add another document\";}","Documents","repeater_docs","publish","closed","closed","","field_5fbe4bd0b7b1e","","","2020-12-09 13:08:53","2020-12-09 13:08:53","",15,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=17",1,"acf-field","",0
18,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:10:{s:4:\"type\";s:4:\"file\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"return_format\";s:5:\"array\";s:7:\"library\";s:3:\"all\";s:8:\"min_size\";s:0:\"\";s:8:\"max_size\";s:0:\"\";s:10:\"mime_types\";s:0:\"\";}","Document","docs","publish","closed","closed","","field_5fbe4cf9b7b21","","","2020-12-09 13:08:53","2020-12-09 13:08:53","",17,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=18",0,"acf-field","",0
19,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:10:{s:4:\"type\";s:8:\"repeater\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:9:\"collapsed\";s:0:\"\";s:3:\"min\";s:0:\"\";s:3:\"max\";s:0:\"\";s:6:\"layout\";s:3:\"row\";s:12:\"button_label\";s:22:\"Add another audio file\";}","Audio","repeater_audio","publish","closed","closed","","field_5fbe4d38b7b22","","","2020-11-25 12:43:15","2020-11-25 12:43:15","",15,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=19",2,"acf-field","",0
20,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:10:{s:4:\"type\";s:4:\"file\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"return_format\";s:5:\"array\";s:7:\"library\";s:3:\"all\";s:8:\"min_size\";s:0:\"\";s:8:\"max_size\";s:0:\"\";s:10:\"mime_types\";s:0:\"\";}","Audio","audio","publish","closed","closed","","field_5fbe4d38b7b23","","","2020-11-25 12:43:15","2020-11-25 12:43:15","",19,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=20",0,"acf-field","",0
21,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:18:{s:4:\"type\";s:7:\"gallery\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"return_format\";s:5:\"array\";s:12:\"preview_size\";s:6:\"medium\";s:6:\"insert\";s:6:\"append\";s:7:\"library\";s:3:\"all\";s:3:\"min\";s:0:\"\";s:3:\"max\";s:0:\"\";s:9:\"min_width\";s:0:\"\";s:10:\"min_height\";s:0:\"\";s:8:\"min_size\";s:0:\"\";s:9:\"max_width\";s:0:\"\";s:10:\"max_height\";s:0:\"\";s:8:\"max_size\";s:0:\"\";s:10:\"mime_types\";s:0:\"\";}","Images","images","publish","closed","closed","","field_5fbe4c91b7b20","","","2020-11-25 12:43:15","2020-11-25 12:43:15","",15,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=21",3,"acf-field","",0
22,1,"2020-11-25 12:43:15","2020-11-25 12:43:15","a:10:{s:4:\"type\";s:8:\"textarea\";s:12:\"instructions\";s:24:\"Add the embed link here.\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";s:4:\"rows\";i:3;s:9:\"new_lines\";s:0:\"\";}","Vimeo","vimeo","publish","closed","closed","","field_5fbe5132b7b24","","","2020-11-25 12:43:15","2020-11-25 12:43:15","",15,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=22",4,"acf-field","",0
23,1,"2020-11-25 13:19:52","2020-11-25 13:19:52","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Sub title","sub_title","publish","closed","closed","","field_5fbe577d2bbee","","","2020-11-25 13:19:52","2020-11-25 13:19:52","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=23",0,"acf-field","",0
24,1,"2020-11-25 13:19:52","2020-11-25 13:19:52","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:140:\"Author. Date. Title. Editor. (If catergory type is “Catalogue d’exposition” : Author, Title, cat. expo., City of editor, Editor, Date)\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Legend","legend","publish","closed","closed","","field_5fbe58572bbef","","","2020-11-25 13:19:52","2020-11-25 13:19:52","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=24",1,"acf-field","",0
25,1,"2020-11-25 16:50:35","2020-11-25 16:50:35","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Unique bibliography code","unique_bibliography_code","publish","closed","closed","","field_5fbe8b428ba1f","","","2020-11-25 16:50:35","2020-11-25 16:50:35","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&p=25",2,"acf-field","",0
26,1,"2020-11-25 16:52:11","2020-11-25 16:52:11","","First test","","publish","closed","closed","","first-test","","","2020-11-25 16:52:11","2020-11-25 16:52:11","",0,"http://localhost:8888/miguel-inventory/?post_type=bibliographies&#038;p=26",0,"bibliographies","",0
27,1,"2020-11-25 16:52:49","2020-11-25 16:52:49","","second test","","publish","closed","closed","","second-test","","","2020-11-25 16:52:49","2020-11-25 16:52:49","",0,"http://localhost:8888/miguel-inventory/?post_type=bibliographies&#038;p=27",0,"bibliographies","",0
28,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:7:{s:4:\"type\";s:3:\"tab\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:9:\"placement\";s:3:\"top\";s:8:\"endpoint\";i:0;}","Information base","information_base","publish","closed","closed","","field_5fbe8e8e6bfe7","","","2020-11-26 15:51:55","2020-11-26 15:51:55","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=28",3,"acf-field","",0
29,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Author","author","publish","closed","closed","","field_5fbe8ea76bfe8","","","2020-11-26 15:51:55","2020-11-26 15:51:55","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=29",4,"acf-field","",0
30,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:8:{s:4:\"type\";s:11:\"date_picker\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:14:\"display_format\";s:5:\"d/m/Y\";s:13:\"return_format\";s:5:\"d/m/Y\";s:9:\"first_day\";i:1;}","Publication Date","publication_date","publish","closed","closed","","field_5fbe8ec96bfe9","","","2020-11-26 15:51:55","2020-11-26 15:51:55","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=30",5,"acf-field","",0
31,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Editor","editor","publish","closed","closed","","field_5fbe8f0d6bfea","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=31",6,"acf-field","",0
32,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Graphic Designer","graphic_designer","publish","closed","closed","","field_5fbe8f146bfeb","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=32",7,"acf-field","",0
33,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","City of the editor","city_of_the_editor","publish","closed","closed","","field_5fbe8f2e6bfec","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=33",8,"acf-field","",0
34,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Languages","languages","publish","closed","closed","","field_5fbe8f3f6bfed","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=34",9,"acf-field","",0
35,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Number of pages","number_of_pages","publish","closed","closed","","field_5fbe8f496bfee","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=35",10,"acf-field","",0
36,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Format","format","publish","closed","closed","","field_5fbe8f616bfef","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=36",11,"acf-field","",0
37,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:8:\"textarea\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";s:4:\"rows\";i:4;s:9:\"new_lines\";s:0:\"\";}","Description","description","publish","closed","closed","","field_5fbe8f716bff0","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=37",12,"acf-field","",0
38,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","ISBN","isbn","publish","closed","closed","","field_5fbe8fa36bff1","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=38",13,"acf-field","",0
39,1,"2020-11-25 17:09:41","2020-11-25 17:09:41","a:10:{s:4:\"type\";s:4:\"text\";s:12:\"instructions\";s:0:\"\";s:8:\"required\";i:0;s:17:\"conditional_logic\";i:0;s:7:\"wrapper\";a:3:{s:5:\"width\";s:0:\"\";s:5:\"class\";s:0:\"\";s:2:\"id\";s:0:\"\";}s:13:\"default_value\";s:0:\"\";s:11:\"placeholder\";s:0:\"\";s:7:\"prepend\";s:0:\"\";s:6:\"append\";s:0:\"\";s:9:\"maxlength\";s:0:\"\";}","Price","price","publish","closed","closed","","field_5fbe8fad6bff2","","","2021-01-17 15:36:26","2021-01-17 15:36:26","",14,"http://localhost:8888/miguel-inventory/?post_type=acf-field&#038;p=39",14,"acf-field","",0
